No.;Time;Source;Destination;Protocol;Length;Info;
47751;521.591.198;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47485 Ack=67270 Win=64515 Len=0;
47756;521.658.185;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4013;" Unit:   1, Func:   3: Read Holding Registers"""
47763;521.714.405;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47497 Ack=67287 Win=64498 Len=0;
47768;521.778.127;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4014;" Unit:   1, Func:   3: Read Holding Registers"""
47775;521.853.516;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47509 Ack=67304 Win=64481 Len=0;
47780;521.908.589;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4015;" Unit:   1, Func:   3: Read Holding Registers"""
47787;521.979.142;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47521 Ack=67321 Win=64464 Len=0;
47790;522.032.014;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4016;" Unit:   1, Func:   3: Read Holding Registers"""
47799;522.104.805;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47533 Ack=67338 Win=64447 Len=0;
47804;522.162.100;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4017;" Unit:   1, Func:   3: Read Holding Registers"""
47811;522.229.520;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47545 Ack=67355 Win=64430 Len=0;
47816;522.293.162;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4018;" Unit:   1, Func:   3: Read Holding Registers"""
47823;522.355.116;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47557 Ack=67372 Win=64413 Len=0;
47826;522.416.862;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4019;" Unit:   1, Func:   3: Read Holding Registers"""
47835;522.495.987;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47569 Ack=67389 Win=64396 Len=0;
47838;522.546.532;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4020;" Unit:   1, Func:   3: Read Holding Registers"""
47847;522.621.049;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47581 Ack=67406 Win=64379 Len=0;
47852;522.680.816;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4021;" Unit:   1, Func:   3: Read Holding Registers"""
47859;522.745.273;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47593 Ack=67423 Win=64362 Len=0;
47862;522.801.452;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4022;" Unit:   1, Func:   3: Read Holding Registers"""
47871;522.869.547;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47605 Ack=67440 Win=64345 Len=0;
47876;522.934.064;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4023;" Unit:   1, Func:   3: Read Holding Registers"""
47883;522.996.079;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47617 Ack=67457 Win=64328 Len=0;
47888;523.076.390;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4024;" Unit:   1, Func:   3: Read Holding Registers"""
47895;523.134.312;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47629 Ack=67474 Win=64311 Len=0;
47900;523.190.356;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4025;" Unit:   1, Func:   3: Read Holding Registers"""
47905;523.257.575;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47641 Ack=67491 Win=64294 Len=0;
47911;523.329.839;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4026;" Unit:   1, Func:   3: Read Holding Registers"""
47916;523.383.438;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47653 Ack=67508 Win=64277 Len=0;
47921;523.449.800;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4027;" Unit:   1, Func:   3: Read Holding Registers"""
47928;523.522.702;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47665 Ack=67525 Win=64260 Len=0;
47932;523.569.719;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4028;" Unit:   1, Func:   3: Read Holding Registers"""
47940;523.648.256;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47677 Ack=67542 Win=65535 Len=0;
47944;523.700.675;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4029;" Unit:   1, Func:   3: Read Holding Registers"""
47951;523.771.923;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47689 Ack=67559 Win=65518 Len=0;
47956;523.828.257;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4030;" Unit:   1, Func:   3: Read Holding Registers"""
47963;523.896.433;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47701 Ack=67576 Win=65501 Len=0;
47968;523.957.666;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4031;" Unit:   1, Func:   3: Read Holding Registers"""
47976;524.036.161;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47713 Ack=67593 Win=65484 Len=0;
47980;524.083.968;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4032;" Unit:   1, Func:   3: Read Holding Registers"""
47988;524.161.929;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47725 Ack=67610 Win=65467 Len=0;
47992;524.215.772;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4033;" Unit:   1, Func:   3: Read Holding Registers"""
47999;524.287.709;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47737 Ack=67627 Win=65450 Len=0;
48005;524.350.546;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4034;" Unit:   1, Func:   3: Read Holding Registers"""
48012;524.412.268;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47749 Ack=67644 Win=65433 Len=0;
48016;524.471.782;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4035;" Unit:   1, Func:   3: Read Holding Registers"""
48023;524.536.553;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47761 Ack=67661 Win=65416 Len=0;
48028;524.605.296;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4036;" Unit:   1, Func:   3: Read Holding Registers"""
48036;524.677.810;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47773 Ack=67678 Win=65399 Len=0;
48040;524.731.288;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4037;" Unit:   1, Func:   3: Read Holding Registers"""
48047;524.804.886;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47785 Ack=67695 Win=65382 Len=0;
48053;524.881.464;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4038;" Unit:   1, Func:   3: Read Holding Registers"""
48060;524.928.646;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47797 Ack=67712 Win=65365 Len=0;
48064;524.999.326;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4039;" Unit:   1, Func:   3: Read Holding Registers"""
48072;525.067.344;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47809 Ack=67729 Win=65348 Len=0;
48076;525.119.670;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4040;" Unit:   1, Func:   3: Read Holding Registers"""
48084;525.190.713;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47821 Ack=67746 Win=65331 Len=0;
48088;525.252.774;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4041;" Unit:   1, Func:   3: Read Holding Registers"""
48095;525.318.509;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47833 Ack=67763 Win=65314 Len=0;
48100;525.376.477;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4042;" Unit:   1, Func:   3: Read Holding Registers"""
48108;525.460.318;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47845 Ack=67780 Win=65297 Len=0;
48113;525.509.108;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4043;" Unit:   1, Func:   3: Read Holding Registers"""
48120;525.586.002;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47857 Ack=67797 Win=65280 Len=0;
48124;525.647.013;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4044;" Unit:   1, Func:   3: Read Holding Registers"""
48131;525.708.981;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47869 Ack=67814 Win=65263 Len=0;
48137;525.775.410;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4045;" Unit:   1, Func:   3: Read Holding Registers"""
48145;525.849.063;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47881 Ack=67831 Win=65246 Len=0;
48149;525.903.205;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4046;" Unit:   1, Func:   3: Read Holding Registers"""
48157;525.973.508;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47893 Ack=67848 Win=65229 Len=0;
48161;526.028.138;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4047;" Unit:   1, Func:   3: Read Holding Registers"""
48168;526.098.771;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47905 Ack=67865 Win=65212 Len=0;
48173;526.163.156;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4048;" Unit:   1, Func:   3: Read Holding Registers"""
48180;526.223.166;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47917 Ack=67882 Win=65195 Len=0;
48186;526.293.330;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4049;" Unit:   1, Func:   3: Read Holding Registers"""
48194;526.364.218;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47929 Ack=67899 Win=65178 Len=0;
48197;526.411.792;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4050;" Unit:   1, Func:   3: Read Holding Registers"""
48205;526.488.662;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47941 Ack=67916 Win=65161 Len=0;
48209;526.542.414;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4051;" Unit:   1, Func:   3: Read Holding Registers"""
48216;526.614.024;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47953 Ack=67933 Win=65144 Len=0;
48221;526.674.090;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4052;" Unit:   1, Func:   3: Read Holding Registers"""
48228;526.738.805;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47965 Ack=67950 Win=65127 Len=0;
48233;526.810.188;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4053;" Unit:   1, Func:   3: Read Holding Registers"""
48240;526.863.144;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47977 Ack=67967 Win=65110 Len=0;
48245;526.926.276;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4054;" Unit:   1, Func:   3: Read Holding Registers"""
48252;527.004.030;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=47989 Ack=67984 Win=65093 Len=0;
48257;527.055.421;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4055;" Unit:   1, Func:   3: Read Holding Registers"""
48265;527.129.723;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48001 Ack=68001 Win=65076 Len=0;
48270;527.196.027;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4056;" Unit:   1, Func:   3: Read Holding Registers"""
48276;527.252.525;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48013 Ack=68018 Win=65059 Len=0;
48281;527.314.196;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4057;" Unit:   1, Func:   3: Read Holding Registers"""
48291;527.392.216;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48025 Ack=68035 Win=65042 Len=0;
48293;527.445.754;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4058;" Unit:   1, Func:   3: Read Holding Registers"""
48300;527.518.658;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48037 Ack=68052 Win=65025 Len=0;
48304;527.568.096;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4059;" Unit:   1, Func:   3: Read Holding Registers"""
48311;527.640.699;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48049 Ack=68069 Win=65008 Len=0;
48316;527.714.287;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4060;" Unit:   1, Func:   3: Read Holding Registers"""
48323;527.765.641;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48061 Ack=68086 Win=64991 Len=0;
48328;527.827.983;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4061;" Unit:   1, Func:   3: Read Holding Registers"""
48333;527.891.966;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48073 Ack=68103 Win=64974 Len=0;
48339;527.952.957;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4062;" Unit:   1, Func:   3: Read Holding Registers"""
48347;528.032.780;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48085 Ack=68120 Win=64957 Len=0;
48352;528.088.775;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4063;" Unit:   1, Func:   3: Read Holding Registers"""
48359;528.157.734;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48097 Ack=68137 Win=64940 Len=0;
48364;528.217.392;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4064;" Unit:   1, Func:   3: Read Holding Registers"""
48369;528.283.589;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48109 Ack=68154 Win=64923 Len=0;
48376;528.341.083;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4065;" Unit:   1, Func:   3: Read Holding Registers"""
48381;528.409.166;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48121 Ack=68171 Win=64906 Len=0;
48388;528.467.714;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4066;" Unit:   1, Func:   3: Read Holding Registers"""
48393;528.534.628;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48133 Ack=68188 Win=64889 Len=0;
48400;528.597.977;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4067;" Unit:   1, Func:   3: Read Holding Registers"""
48407;528.675.163;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48145 Ack=68205 Win=64872 Len=0;
48412;528.738.660;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4068;" Unit:   1, Func:   3: Read Holding Registers"""
48418;528.800.388;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48157 Ack=68222 Win=64855 Len=0;
48424;528.860.352;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4069;" Unit:   1, Func:   3: Read Holding Registers"""
48429;528.925.799;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48169 Ack=68239 Win=64838 Len=0;
48436;528.994.614;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4070;" Unit:   1, Func:   3: Read Holding Registers"""
48443;529.067.543;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48181 Ack=68256 Win=64821 Len=0;
48448;529.140.120;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4071;" Unit:   1, Func:   3: Read Holding Registers"""
48456;529.207.030;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48193 Ack=68273 Win=64804 Len=0;
48460;529.255.094;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4072;" Unit:   1, Func:   3: Read Holding Registers"""
48467;529.333.622;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48205 Ack=68290 Win=64787 Len=0;
48472;529.396.270;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4073;" Unit:   1, Func:   3: Read Holding Registers"""
48479;529.456.329;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48217 Ack=68307 Win=64770 Len=0;
48484;529.516.097;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4074;" Unit:   1, Func:   3: Read Holding Registers"""
48491;529.580.782;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48229 Ack=68324 Win=64753 Len=0;
48496;529.650.174;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4075;" Unit:   1, Func:   3: Read Holding Registers"""
48503;529.705.297;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48241 Ack=68341 Win=64736 Len=0;
48508;529.769.686;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4076;" Unit:   1, Func:   3: Read Holding Registers"""
48515;529.844.010;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48253 Ack=68358 Win=64719 Len=0;
48520;529.897.257;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4077;" Unit:   1, Func:   3: Read Holding Registers"""
48527;529.970.975;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48265 Ack=68375 Win=64702 Len=0;
48532;530.026.288;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4078;" Unit:   1, Func:   3: Read Holding Registers"""
48539;530.096.422;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48277 Ack=68392 Win=64685 Len=0;
48544;530.163.826;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4079;" Unit:   1, Func:   3: Read Holding Registers"""
48551;530.222.307;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48289 Ack=68409 Win=64668 Len=0;
48557;530.300.813;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4080;" Unit:   1, Func:   3: Read Holding Registers"""
48564;530.363.200;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48301 Ack=68426 Win=64651 Len=0;
48568;530.412.431;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4081;" Unit:   1, Func:   3: Read Holding Registers"""
48575;530.487.906;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48313 Ack=68443 Win=64634 Len=0;
48580;530.540.361;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4082;" Unit:   1, Func:   3: Read Holding Registers"""
48587;530.613.475;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48325 Ack=68460 Win=64617 Len=0;
48592;530.670.629;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4083;" Unit:   1, Func:   3: Read Holding Registers"""
48599;530.739.568;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48337 Ack=68477 Win=64600 Len=0;
48604;530.797.728;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4084;" Unit:   1, Func:   3: Read Holding Registers"""
48611;530.864.255;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48349 Ack=68494 Win=64583 Len=0;
48616;530.933.232;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4085;" Unit:   1, Func:   3: Read Holding Registers"""
48623;531.003.256;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48361 Ack=68511 Win=64566 Len=0;
48628;531.055.045;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4086;" Unit:   1, Func:   3: Read Holding Registers"""
48635;531.126.372;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48373 Ack=68528 Win=64549 Len=0;
48640;531.184.236;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4087;" Unit:   1, Func:   3: Read Holding Registers"""
48647;531.252.133;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48385 Ack=68545 Win=64532 Len=0;
48653;531.341.229;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4088;" Unit:   1, Func:   3: Read Holding Registers"""
48663;531.423.833;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48397 Ack=68562 Win=64515 Len=0;
48666;531.492.938;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4089;" Unit:   1, Func:   3: Read Holding Registers"""
48673;531.549.423;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48409 Ack=68579 Win=64498 Len=0;
48677;531.613.466;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4090;" Unit:   1, Func:   3: Read Holding Registers"""
48684;531.675.740;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48421 Ack=68596 Win=64481 Len=0;
48689;531.750.291;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4091;" Unit:   1, Func:   3: Read Holding Registers"""
48696;531.815.735;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48433 Ack=68613 Win=64464 Len=0;
48701;531.871.220;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4092;" Unit:   1, Func:   3: Read Holding Registers"""
48708;531.940.897;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48445 Ack=68630 Win=64447 Len=0;
48715;532.015.560;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4093;" Unit:   1, Func:   3: Read Holding Registers"""
48720;532.067.063;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48457 Ack=68647 Win=64430 Len=0;
48725;532.125.309;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4094;" Unit:   1, Func:   3: Read Holding Registers"""
48732;532.192.800;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48469 Ack=68664 Win=64413 Len=0;
48737;532.265.904;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4095;" Unit:   1, Func:   3: Read Holding Registers"""
48744;532.331.120;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48481 Ack=68681 Win=64396 Len=0;
48749;532.384.423;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4096;" Unit:   1, Func:   3: Read Holding Registers"""
48756;532.458.348;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48493 Ack=68698 Win=64379 Len=0;
48761;532.518.109;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4097;" Unit:   1, Func:   3: Read Holding Registers"""
48768;532.584.550;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48505 Ack=68715 Win=64362 Len=0;
48773;532.641.242;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4098;" Unit:   1, Func:   3: Read Holding Registers"""
48780;532.707.465;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48517 Ack=68732 Win=64345 Len=0;
48786;532.790.286;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4099;" Unit:   1, Func:   3: Read Holding Registers"""
48793;532.881.787;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48529 Ack=68749 Win=64328 Len=0;
48797;532.939.722;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4100;" Unit:   1, Func:   3: Read Holding Registers"""
48804;533.008.308;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48541 Ack=68766 Win=64311 Len=0;
48809;533.076.873;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4101;" Unit:   1, Func:   3: Read Holding Registers"""
48816;533.133.404;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48553 Ack=68783 Win=64294 Len=0;
48824;533.225.555;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4102;" Unit:   1, Func:   3: Read Holding Registers"""
48831;533.318.245;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48565 Ack=68800 Win=64277 Len=0;
48836;533.374.957;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4103;" Unit:   1, Func:   3: Read Holding Registers"""
48843;533.441.431;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48577 Ack=68817 Win=64260 Len=0;
48848;533.495.940;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4104;" Unit:   1, Func:   3: Read Holding Registers"""
48855;533.564.977;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48589 Ack=68834 Win=65535 Len=0;
48860;533.629.574;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4105;" Unit:   1, Func:   3: Read Holding Registers"""
48867;533.689.332;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48601 Ack=68851 Win=65518 Len=0;
48872;533.754.463;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4106;" Unit:   1, Func:   3: Read Holding Registers"""
48880;533.830.953;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48613 Ack=68868 Win=65501 Len=0;
48884;533.879.434;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4107;" Unit:   1, Func:   3: Read Holding Registers"""
48891;533.954.196;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48625 Ack=68885 Win=65484 Len=0;
48896;534.007.714;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4108;" Unit:   1, Func:   3: Read Holding Registers"""
48903;534.077.654;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48637 Ack=68902 Win=65467 Len=0;
48908;534.137.228;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4109;" Unit:   1, Func:   3: Read Holding Registers"""
48915;534.203.787;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=48649 Ack=68919 Win=65450 Len=0;
48920;534.264.269;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  4110;" Unit:   1, Func:   3: Read Holding Registers"""
