No.;Time;Source;Destination;Protocol;Length;Info;
34519;377.640.626;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2936;" Unit:   1, Func:   3: Read Holding Registers"""
34526;377.719.009;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34549 Ack=48961 Win=64719 Len=0;
34531;377.779.758;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2937;" Unit:   1, Func:   3: Read Holding Registers"""
34536;377.844.247;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34561 Ack=48978 Win=64702 Len=0;
34543;377.896.971;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2938;" Unit:   1, Func:   3: Read Holding Registers"""
34548;377.970.085;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34573 Ack=48995 Win=64685 Len=0;
34555;378.028.880;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2939;" Unit:   1, Func:   3: Read Holding Registers"""
34560;378.095.769;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34585 Ack=49012 Win=64668 Len=0;
34567;378.164.366;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2940;" Unit:   1, Func:   3: Read Holding Registers"""
34572;378.222.847;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34597 Ack=49029 Win=64651 Len=0;
34579;378.295.106;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2941;" Unit:   1, Func:   3: Read Holding Registers"""
34586;378.364.157;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34609 Ack=49046 Win=64634 Len=0;
34589;378.413.940;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2942;" Unit:   1, Func:   3: Read Holding Registers"""
34596;378.489.723;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34621 Ack=49063 Win=64617 Len=0;
34603;378.564.456;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2943;" Unit:   1, Func:   3: Read Holding Registers"""
34610;378.647.523;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34633 Ack=49080 Win=64600 Len=0;
34615;378.724.302;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2944;" Unit:   1, Func:   3: Read Holding Registers"""
34623;378.788.992;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34645 Ack=49097 Win=64583 Len=0;
34627;378.841.796;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2945;" Unit:   1, Func:   3: Read Holding Registers"""
34634;378.914.459;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34657 Ack=49114 Win=64566 Len=0;
34639;378.979.263;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2946;" Unit:   1, Func:   3: Read Holding Registers"""
34646;379.039.728;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34669 Ack=49131 Win=64549 Len=0;
34651;379.101.999;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2947;" Unit:   1, Func:   3: Read Holding Registers"""
34656;379.165.079;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34681 Ack=49148 Win=64532 Len=0;
34663;379.239.969;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2948;" Unit:   1, Func:   3: Read Holding Registers"""
34671;379.305.814;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34693 Ack=49165 Win=64515 Len=0;
34675;379.353.532;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2949;" Unit:   1, Func:   3: Read Holding Registers"""
34680;379.430.758;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34705 Ack=49182 Win=64498 Len=0;
34687;379.495.671;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2950;" Unit:   1, Func:   3: Read Holding Registers"""
34692;379.555.344;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34717 Ack=49199 Win=64481 Len=0;
34698;379.610.261;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2951;" Unit:   1, Func:   3: Read Holding Registers"""
34704;379.680.768;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34729 Ack=49216 Win=64464 Len=0;
34710;379.745.132;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2952;" Unit:   1, Func:   3: Read Holding Registers"""
34715;379.805.218;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34741 Ack=49233 Win=64447 Len=0;
34722;379.867.004;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2953;" Unit:   1, Func:   3: Read Holding Registers"""
34727;379.947.532;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34753 Ack=49250 Win=64430 Len=0;
34734;380.003.903;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2954;" Unit:   1, Func:   3: Read Holding Registers"""
34739;380.072.929;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34765 Ack=49267 Win=64413 Len=0;
34746;380.125.293;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2955;" Unit:   1, Func:   3: Read Holding Registers"""
34751;380.198.291;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34777 Ack=49284 Win=64396 Len=0;
34758;380.259.424;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2956;" Unit:   1, Func:   3: Read Holding Registers"""
34763;380.323.503;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34789 Ack=49301 Win=64379 Len=0;
34772;380.409.195;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2957;" Unit:   1, Func:   3: Read Holding Registers"""
34781;380.495.189;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34801 Ack=49318 Win=64362 Len=0;
34784;380.554.161;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2958;" Unit:   1, Func:   3: Read Holding Registers"""
34793;380.619.970;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34813 Ack=49335 Win=64345 Len=0;
34796;380.682.487;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2959;" Unit:   1, Func:   3: Read Holding Registers"""
34805;380.758.930;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34825 Ack=49352 Win=64328 Len=0;
34808;380.811.151;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2960;" Unit:   1, Func:   3: Read Holding Registers"""
34817;380.884.643;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34837 Ack=49369 Win=64311 Len=0;
34820;380.937.777;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2961;" Unit:   1, Func:   3: Read Holding Registers"""
34829;381.007.609;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34849 Ack=49386 Win=64294 Len=0;
34832;381.066.126;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2962;" Unit:   1, Func:   3: Read Holding Registers"""
34841;381.131.912;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34861 Ack=49403 Win=64277 Len=0;
34844;381.203.005;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2963;" Unit:   1, Func:   3: Read Holding Registers"""
34849;381.274.406;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34873 Ack=49420 Win=64260 Len=0;
34854;381.323.349;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2964;" Unit:   1, Func:   3: Read Holding Registers"""
34859;381.400.427;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34885 Ack=49437 Win=65535 Len=0;
34866;381.470.461;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2965;" Unit:   1, Func:   3: Read Holding Registers"""
34871;381.524.392;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34897 Ack=49454 Win=65518 Len=0;
34878;381.583.689;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2966;" Unit:   1, Func:   3: Read Holding Registers"""
34883;381.650.532;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34909 Ack=49471 Win=65501 Len=0;
34892;381.730.642;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2967;" Unit:   1, Func:   3: Read Holding Registers"""
34895;381.775.003;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34921 Ack=49488 Win=65484 Len=0;
34902;381.839.577;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2968;" Unit:   1, Func:   3: Read Holding Registers"""
34908;381.916.220;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34933 Ack=49505 Win=65467 Len=0;
34914;381.966.639;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2969;" Unit:   1, Func:   3: Read Holding Registers"""
34919;382.042.048;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34945 Ack=49522 Win=65450 Len=0;
34926;382.107.052;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2970;" Unit:   1, Func:   3: Read Holding Registers"""
34931;382.167.469;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34957 Ack=49539 Win=65433 Len=0;
34938;382.240.357;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2971;" Unit:   1, Func:   3: Read Holding Registers"""
34943;382.292.155;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34969 Ack=49556 Win=65416 Len=0;
34950;382.353.639;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2972;" Unit:   1, Func:   3: Read Holding Registers"""
34955;382.431.364;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34981 Ack=49573 Win=65399 Len=0;
34963;382.495.692;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2973;" Unit:   1, Func:   3: Read Holding Registers"""
34967;382.554.605;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=34993 Ack=49590 Win=65382 Len=0;
34974;382.609.837;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2974;" Unit:   1, Func:   3: Read Holding Registers"""
34979;382.680.875;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35005 Ack=49607 Win=65365 Len=0;
34986;382.753.652;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2975;" Unit:   1, Func:   3: Read Holding Registers"""
34991;382.807.785;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35017 Ack=49624 Win=65348 Len=0;
34998;382.868.224;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2976;" Unit:   1, Func:   3: Read Holding Registers"""
35003;382.933.730;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35029 Ack=49641 Win=65331 Len=0;
35010;383.003.488;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2977;" Unit:   1, Func:   3: Read Holding Registers"""
35015;383.059.739;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35041 Ack=49658 Win=65314 Len=0;
35024;383.144.999;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2978;" Unit:   1, Func:   3: Read Holding Registers"""
35033;383.232.416;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35053 Ack=49675 Win=65297 Len=0;
35036;383.302.038;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2979;" Unit:   1, Func:   3: Read Holding Registers"""
35041;383.372.400;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35065 Ack=49692 Win=65280 Len=0;
35046;383.426.552;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2980;" Unit:   1, Func:   3: Read Holding Registers"""
35051;383.497.320;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35077 Ack=49709 Win=65263 Len=0;
35058;383.551.454;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2981;" Unit:   1, Func:   3: Read Holding Registers"""
35063;383.623.319;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35089 Ack=49726 Win=65246 Len=0;
35070;383.686.766;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2982;" Unit:   1, Func:   3: Read Holding Registers"""
35075;383.748.756;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35101 Ack=49743 Win=65229 Len=0;
35082;383.805.954;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2983;" Unit:   1, Func:   3: Read Holding Registers"""
35087;383.873.477;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35113 Ack=49760 Win=65212 Len=0;
35090;383.996.931;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2984;" Unit:   1, Func:   3: Read Holding Registers"""
35097;384.048.821;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35125 Ack=49777 Win=65195 Len=0;
35100;384.105.046;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2985;" Unit:   1, Func:   3: Read Holding Registers"""
35109;384.172.505;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35137 Ack=49794 Win=65178 Len=0;
35112;384.235.152;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2986;" Unit:   1, Func:   3: Read Holding Registers"""
35121;384.313.918;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35149 Ack=49811 Win=65161 Len=0;
35124;384.363.396;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2987;" Unit:   1, Func:   3: Read Holding Registers"""
35133;384.437.998;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35161 Ack=49828 Win=65144 Len=0;
35136;384.501.651;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2988;" Unit:   1, Func:   3: Read Holding Registers"""
35141;384.562.336;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35173 Ack=49845 Win=65127 Len=0;
35146;384.619.793;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2989;" Unit:   1, Func:   3: Read Holding Registers"""
35151;384.689.174;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35185 Ack=49862 Win=65110 Len=0;
35160;384.774.473;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2990;" Unit:   1, Func:   3: Read Holding Registers"""
35167;384.861.032;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35197 Ack=49879 Win=65093 Len=0;
35171;384.920.837;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2991;" Unit:   1, Func:   3: Read Holding Registers"""
35178;384.985.653;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35209 Ack=49896 Win=65076 Len=0;
35184;385.064.562;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2992;" Unit:   1, Func:   3: Read Holding Registers"""
35190;385.125.920;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35221 Ack=49913 Win=65059 Len=0;
35195;385.178.414;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2993;" Unit:   1, Func:   3: Read Holding Registers"""
35202;385.249.504;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35233 Ack=49930 Win=65042 Len=0;
35207;385.309.641;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2994;" Unit:   1, Func:   3: Read Holding Registers"""
35212;385.374.807;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35245 Ack=49947 Win=65025 Len=0;
35218;385.432.892;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2995;" Unit:   1, Func:   3: Read Holding Registers"""
35225;385.514.212;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35257 Ack=49964 Win=65008 Len=0;
35230;385.574.231;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2996;" Unit:   1, Func:   3: Read Holding Registers"""
35235;385.639.344;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35269 Ack=49981 Win=64991 Len=0;
35242;385.691.296;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2997;" Unit:   1, Func:   3: Read Holding Registers"""
35247;385.765.557;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35281 Ack=49998 Win=64974 Len=0;
35254;385.836.566;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2998;" Unit:   1, Func:   3: Read Holding Registers"""
35259;385.890.141;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35293 Ack=50015 Win=64957 Len=0;
35266;385.950.934;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  2999;" Unit:   1, Func:   3: Read Holding Registers"""
35271;386.015.236;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35305 Ack=50032 Win=64940 Len=0;
35278;386.075.504;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3000;" Unit:   1, Func:   3: Read Holding Registers"""
35283;386.154.994;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35317 Ack=50049 Win=64923 Len=0;
35290;386.216.659;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3001;" Unit:   1, Func:   3: Read Holding Registers"""
35295;386.280.156;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35329 Ack=50066 Win=64906 Len=0;
35302;386.331.998;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3002;" Unit:   1, Func:   3: Read Holding Registers"""
35307;386.405.926;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35341 Ack=50083 Win=64889 Len=0;
35314;386.464.075;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3003;" Unit:   1, Func:   3: Read Holding Registers"""
35319;386.530.013;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35353 Ack=50100 Win=64872 Len=0;
35328;386.612.875;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3004;" Unit:   1, Func:   3: Read Holding Registers"""
35331;386.654.671;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35365 Ack=50117 Win=64855 Len=0;
35338;386.720.359;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3005;" Unit:   1, Func:   3: Read Holding Registers"""
35343;386.796.429;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35377 Ack=50134 Win=64838 Len=0;
35350;386.870.022;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3006;" Unit:   1, Func:   3: Read Holding Registers"""
35361;386.953.549;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35389 Ack=50151 Win=64821 Len=0;
35364;387.016.221;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3007;" Unit:   1, Func:   3: Read Holding Registers"""
35369;387.094.508;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35401 Ack=50168 Win=64804 Len=0;
35374;387.146.310;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3008;" Unit:   1, Func:   3: Read Holding Registers"""
35379;387.219.870;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35413 Ack=50185 Win=64787 Len=0;
35386;387.276.061;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3009;" Unit:   1, Func:   3: Read Holding Registers"""
35391;387.344.932;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35425 Ack=50202 Win=64770 Len=0;
35400;387.446.573;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3010;" Unit:   1, Func:   3: Read Holding Registers"""
35409;387.515.351;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35437 Ack=50219 Win=64753 Len=0;
35412;387.573.413;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3011;" Unit:   1, Func:   3: Read Holding Registers"""
35421;387.640.796;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35449 Ack=50236 Win=64736 Len=0;
35424;387.703.173;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3012;" Unit:   1, Func:   3: Read Holding Registers"""
35433;387.781.821;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35461 Ack=50253 Win=64719 Len=0;
35436;387.830.652;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3013;" Unit:   1, Func:   3: Read Holding Registers"""
35445;387.905.741;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35473 Ack=50270 Win=64702 Len=0;
35448;387.963.063;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3014;" Unit:   1, Func:   3: Read Holding Registers"""
35457;388.032.618;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35485 Ack=50287 Win=64685 Len=0;
35460;388.090.590;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3015;" Unit:   1, Func:   3: Read Holding Registers"""
35469;388.157.079;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35497 Ack=50304 Win=64668 Len=0;
35472;388.215.691;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3016;" Unit:   1, Func:   3: Read Holding Registers"""
35481;388.282.315;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35509 Ack=50321 Win=64651 Len=0;
35484;388.349.492;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3017;" Unit:   1, Func:   3: Read Holding Registers"""
35489;388.422.692;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35521 Ack=50338 Win=64634 Len=0;
35494;388.491.117;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3018;" Unit:   1, Func:   3: Read Holding Registers"""
35499;388.547.994;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35533 Ack=50355 Win=64617 Len=0;
35506;388.600.692;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3019;" Unit:   1, Func:   3: Read Holding Registers"""
35511;388.673.118;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35545 Ack=50372 Win=64600 Len=0;
35518;388.750.327;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3020;" Unit:   1, Func:   3: Read Holding Registers"""
35523;388.798.799;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35557 Ack=50389 Win=64583 Len=0;
35530;388.862.863;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3021;" Unit:   1, Func:   3: Read Holding Registers"""
35535;388.926.804;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35569 Ack=50406 Win=64566 Len=0;
35542;388.988.326;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3022;" Unit:   1, Func:   3: Read Holding Registers"""
35547;389.051.931;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35581 Ack=50423 Win=64549 Len=0;
35555;389.131.658;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3023;" Unit:   1, Func:   3: Read Holding Registers"""
35559;389.193.646;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35593 Ack=50440 Win=64532 Len=0;
35566;389.247.345;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3024;" Unit:   1, Func:   3: Read Holding Registers"""
35571;389.321.597;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35605 Ack=50457 Win=64515 Len=0;
35578;389.374.808;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3025;" Unit:   1, Func:   3: Read Holding Registers"""
35583;389.447.892;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35617 Ack=50474 Win=64498 Len=0;
35590;389.501.933;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3026;" Unit:   1, Func:   3: Read Holding Registers"""
35595;389.572.811;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35629 Ack=50491 Win=64481 Len=0;
35602;389.645.248;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3027;" Unit:   1, Func:   3: Read Holding Registers"""
35607;389.697.200;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35641 Ack=50508 Win=64464 Len=0;
35614;389.771.340;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3028;" Unit:   1, Func:   3: Read Holding Registers"""
35619;389.822.991;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35653 Ack=50525 Win=64447 Len=0;
35626;389.887.300;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3029;" Unit:   1, Func:   3: Read Holding Registers"""
35631;389.964.126;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35665 Ack=50542 Win=64430 Len=0;
35638;390.035.709;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3030;" Unit:   1, Func:   3: Read Holding Registers"""
35643;390.090.076;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35677 Ack=50559 Win=64413 Len=0;
35650;390.141.661;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3031;" Unit:   1, Func:   3: Read Holding Registers"""
35655;390.215.173;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35689 Ack=50576 Win=64396 Len=0;
35664;390.300.501;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3032;" Unit:   1, Func:   3: Read Holding Registers"""
35673;390.388.457;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35701 Ack=50593 Win=64379 Len=0;
35676;390.443.592;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  3033;" Unit:   1, Func:   3: Read Holding Registers"""
35683;390.514.934;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=35713 Ack=50610 Win=64362 Len=0;
