No.;Time;Source;Destination;Protocol;Length;Info;
1222;13.234.781;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1213 Ack=1735 Win=65433 Len=0;
1226;13.297.655;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   159;" Unit:   1, Func:   3: Read Holding Registers"""
1230;13.357.426;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1225 Ack=1752 Win=65416 Len=0;
1237;13.446.796;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   160;" Unit:   1, Func:   3: Read Holding Registers"""
1246;13.528.327;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1237 Ack=1769 Win=65399 Len=0;
1251;13.594.617;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   161;" Unit:   1, Func:   3: Read Holding Registers"""
1258;13.669.718;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1249 Ack=1786 Win=65382 Len=0;
1262;13.728.572;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   162;" Unit:   1, Func:   3: Read Holding Registers"""
1269;13.794.263;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1261 Ack=1803 Win=65365 Len=0;
1274;13.848.558;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   163;" Unit:   1, Func:   3: Read Holding Registers"""
1281;13.919.499;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1273 Ack=1820 Win=65348 Len=0;
1286;13.987.173;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   164;" Unit:   1, Func:   3: Read Holding Registers"""
1293;14.045.890;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1285 Ack=1837 Win=65331 Len=0;
1298;14.120.673;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   165;" Unit:   1, Func:   3: Read Holding Registers"""
1305;14.171.618;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1297 Ack=1854 Win=65314 Len=0;
1310;14.249.035;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   166;" Unit:   1, Func:   3: Read Holding Registers"""
1317;14.312.122;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1309 Ack=1871 Win=65297 Len=0;
1322;14.360.394;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   167;" Unit:   1, Func:   3: Read Holding Registers"""
1329;14.437.320;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1321 Ack=1888 Win=65280 Len=0;
1334;14.492.368;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   168;" Unit:   1, Func:   3: Read Holding Registers"""
1341;14.561.678;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1333 Ack=1905 Win=65263 Len=0;
1346;14.635.678;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   169;" Unit:   1, Func:   3: Read Holding Registers"""
1353;14.686.103;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1345 Ack=1922 Win=65246 Len=0;
1358;14.752.919;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   170;" Unit:   1, Func:   3: Read Holding Registers"""
1365;14.810.928;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1357 Ack=1939 Win=65229 Len=0;
1370;14.875.657;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   171;" Unit:   1, Func:   3: Read Holding Registers"""
1377;14.950.919;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1369 Ack=1956 Win=65212 Len=0;
1382;15.005.416;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   172;" Unit:   1, Func:   3: Read Holding Registers"""
1389;15.076.210;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1381 Ack=1973 Win=65195 Len=0;
1394;15.147.003;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   173;" Unit:   1, Func:   3: Read Holding Registers"""
1401;15.201.307;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1393 Ack=1990 Win=65178 Len=0;
1406;15.287.198;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   174;" Unit:   1, Func:   3: Read Holding Registers"""
1417;15.373.533;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1405 Ack=2007 Win=65161 Len=0;
1420;15.430.280;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   175;" Unit:   1, Func:   3: Read Holding Registers"""
1427;15.499.676;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1417 Ack=2024 Win=65144 Len=0;
1432;15.561.657;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   176;" Unit:   1, Func:   3: Read Holding Registers"""
1441;15.638.621;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1429 Ack=2041 Win=65127 Len=0;
1444;15.686.319;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   177;" Unit:   1, Func:   3: Read Holding Registers"""
1453;15.762.415;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1441 Ack=2058 Win=65110 Len=0;
1456;15.827.553;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   178;" Unit:   1, Func:   3: Read Holding Registers"""
1464;15.887.184;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1453 Ack=2075 Win=65093 Len=0;
1468;15.947.708;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   179;" Unit:   1, Func:   3: Read Holding Registers"""
1477;16.025.132;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1465 Ack=2092 Win=65076 Len=0;
1480;16.074.618;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   180;" Unit:   1, Func:   3: Read Holding Registers"""
1487;16.151.137;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1477 Ack=2109 Win=65059 Len=0;
1491;16.205.328;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   181;" Unit:   1, Func:   3: Read Holding Registers"""
1497;16.276.110;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1489 Ack=2126 Win=65042 Len=0;
1503;16.337.635;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   182;" Unit:   1, Func:   3: Read Holding Registers"""
1510;16.401.405;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1501 Ack=2143 Win=65025 Len=0;
1517;16.485.497;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   183;" Unit:   1, Func:   3: Read Holding Registers"""
1525;16.572.329;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1513 Ack=2160 Win=65008 Len=0;
1530;16.628.100;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   184;" Unit:   1, Func:   3: Read Holding Registers"""
1535;16.697.139;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1525 Ack=2177 Win=64991 Len=0;
1542;16.756.794;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   185;" Unit:   1, Func:   3: Read Holding Registers"""
1549;16.838.756;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1537 Ack=2194 Win=64974 Len=0;
1554;16.890.249;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   186;" Unit:   1, Func:   3: Read Holding Registers"""
1561;16.965.985;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1549 Ack=2211 Win=64957 Len=0;
1566;17.030.001;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   187;" Unit:   1, Func:   3: Read Holding Registers"""
1573;17.089.614;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1561 Ack=2228 Win=64940 Len=0;
1578;17.143.393;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   188;" Unit:   1, Func:   3: Read Holding Registers"""
1585;17.214.689;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1573 Ack=2245 Win=64923 Len=0;
1590;17.277.983;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   189;" Unit:   1, Func:   3: Read Holding Registers"""
1595;17.338.713;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1585 Ack=2262 Win=64906 Len=0;
1602;17.410.473;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   190;" Unit:   1, Func:   3: Read Holding Registers"""
1609;17.476.371;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1597 Ack=2279 Win=64889 Len=0;
1614;17.539.334;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   191;" Unit:   1, Func:   3: Read Holding Registers"""
1621;17.600.568;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1609 Ack=2296 Win=64872 Len=0;
1626;17.657.981;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   192;" Unit:   1, Func:   3: Read Holding Registers"""
1631;17.725.664;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1621 Ack=2313 Win=64855 Len=0;
1638;17.790.810;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   193;" Unit:   1, Func:   3: Read Holding Registers"""
1645;17.866.113;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1633 Ack=2330 Win=64838 Len=0;
1650;17.938.814;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   194;" Unit:   1, Func:   3: Read Holding Registers"""
1660;18.036.777;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1645 Ack=2347 Win=64821 Len=0;
1663;18.087.276;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   195;" Unit:   1, Func:   3: Read Holding Registers"""
1672;18.162.006;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1657 Ack=2364 Win=64804 Len=0;
1675;18.214.195;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   196;" Unit:   1, Func:   3: Read Holding Registers"""
1682;18.287.615;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1669 Ack=2381 Win=64787 Len=0;
1687;18.347.339;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   197;" Unit:   1, Func:   3: Read Holding Registers"""
1694;18.413.414;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1681 Ack=2398 Win=64770 Len=0;
1698;18.472.669;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   198;" Unit:   1, Func:   3: Read Holding Registers"""
1707;18.538.165;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1693 Ack=2415 Win=64753 Len=0;
1710;18.616.436;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   199;" Unit:   1, Func:   3: Read Holding Registers"""
1718;18.679.971;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1705 Ack=2432 Win=64736 Len=0;
1722;18.728.034;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   200;" Unit:   1, Func:   3: Read Holding Registers"""
1729;18.807.318;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1717 Ack=2449 Win=64719 Len=0;
1734;18.855.087;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   201;" Unit:   1, Func:   3: Read Holding Registers"""
1741;18.933.637;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1729 Ack=2466 Win=64702 Len=0;
1746;18.991.243;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   202;" Unit:   1, Func:   3: Read Holding Registers"""
1754;19.057.674;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1741 Ack=2483 Win=64685 Len=0;
1758;19.113.766;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   203;" Unit:   1, Func:   3: Read Holding Registers"""
1765;19.184.744;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1753 Ack=2500 Win=64668 Len=0;
1770;19.265.582;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   204;" Unit:   1, Func:   3: Read Holding Registers"""
1779;19.358.200;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1765 Ack=2517 Win=64651 Len=0;
1785;19.412.037;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   205;" Unit:   1, Func:   3: Read Holding Registers"""
1790;19.482.952;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1777 Ack=2534 Win=64634 Len=0;
1797;19.541.877;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   206;" Unit:   1, Func:   3: Read Holding Registers"""
1803;19.607.916;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1789 Ack=2551 Win=64617 Len=0;
1810;19.687.748;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   207;" Unit:   1, Func:   3: Read Holding Registers"""
1815;19.748.949;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1801 Ack=2568 Win=64600 Len=0;
1821;19.805.176;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   208;" Unit:   1, Func:   3: Read Holding Registers"""
1826;19.874.880;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1813 Ack=2585 Win=64583 Len=0;
1831;19.932.507;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   209;" Unit:   1, Func:   3: Read Holding Registers"""
1837;19.999.702;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1825 Ack=2602 Win=64566 Len=0;
1842;20.063.257;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   210;" Unit:   1, Func:   3: Read Holding Registers"""
1850;20.125.422;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1837 Ack=2619 Win=64549 Len=0;
1854;20.217.390;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   211;" Unit:   1, Func:   3: Read Holding Registers"""
1862;20.297.193;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1849 Ack=2636 Win=64532 Len=0;
1867;20.364.710;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   212;" Unit:   1, Func:   3: Read Holding Registers"""
1874;20.422.959;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1861 Ack=2653 Win=64515 Len=0;
1878;20.482.667;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   213;" Unit:   1, Func:   3: Read Holding Registers"""
1887;20.562.883;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1873 Ack=2670 Win=64498 Len=0;
1891;20.610.385;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   214;" Unit:   1, Func:   3: Read Holding Registers"""
1898;20.688.613;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1885 Ack=2687 Win=64481 Len=0;
1903;20.738.856;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   215;" Unit:   1, Func:   3: Read Holding Registers"""
1910;20.813.180;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1897 Ack=2704 Win=64464 Len=0;
1916;20.875.598;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   216;" Unit:   1, Func:   3: Read Holding Registers"""
1921;20.937.054;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1909 Ack=2721 Win=64447 Len=0;
1926;20.997.025;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   217;" Unit:   1, Func:   3: Read Holding Registers"""
1934;21.076.083;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1921 Ack=2738 Win=64430 Len=0;
1939;21.124.566;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   218;" Unit:   1, Func:   3: Read Holding Registers"""
1946;21.201.844;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1933 Ack=2755 Win=64413 Len=0;
1951;21.254.104;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   219;" Unit:   1, Func:   3: Read Holding Registers"""
1958;21.327.495;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1945 Ack=2772 Win=64396 Len=0;
1963;21.384.101;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   220;" Unit:   1, Func:   3: Read Holding Registers"""
1970;21.452.827;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1957 Ack=2789 Win=64379 Len=0;
1974;21.510.985;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   221;" Unit:   1, Func:   3: Read Holding Registers"""
1981;21.578.972;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1969 Ack=2806 Win=64362 Len=0;
1987;21.642.079;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   222;" Unit:   1, Func:   3: Read Holding Registers"""
1994;21.705.227;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1981 Ack=2823 Win=64345 Len=0;
1999;21.788.601;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   223;" Unit:   1, Func:   3: Read Holding Registers"""
2006;21.846.368;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=1993 Ack=2840 Win=64328 Len=0;
2011;21.895.303;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   224;" Unit:   1, Func:   3: Read Holding Registers"""
2019;21.971.930;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2005 Ack=2857 Win=64311 Len=0;
2023;22.028.922;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   225;" Unit:   1, Func:   3: Read Holding Registers"""
2030;22.097.817;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2017 Ack=2874 Win=64294 Len=0;
2035;22.155.445;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   226;" Unit:   1, Func:   3: Read Holding Registers"""
2042;22.225.322;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2029 Ack=2891 Win=64277 Len=0;
2046;22.281.047;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   227;" Unit:   1, Func:   3: Read Holding Registers"""
2054;22.351.722;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2041 Ack=2908 Win=64260 Len=0;
2058;22.408.015;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   228;" Unit:   1, Func:   3: Read Holding Registers"""
2065;22.478.798;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2053 Ack=2925 Win=65535 Len=0;
2070;22.542.553;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   229;" Unit:   1, Func:   3: Read Holding Registers"""
2077;22.617.390;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2065 Ack=2942 Win=65518 Len=0;
2082;22.668.211;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   230;" Unit:   1, Func:   3: Read Holding Registers"""
2089;22.743.635;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2077 Ack=2959 Win=65501 Len=0;
2092;22.797.380;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   231;" Unit:   1, Func:   3: Read Holding Registers"""
2101;22.870.051;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2089 Ack=2976 Win=65484 Len=0;
2104;22.924.449;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   232;" Unit:   1, Func:   3: Read Holding Registers"""
2113;22.995.529;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2101 Ack=2993 Win=65467 Len=0;
2116;23.054.429;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   233;" Unit:   1, Func:   3: Read Holding Registers"""
2123;23.122.243;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2113 Ack=3010 Win=65450 Len=0;
2128;23.181.395;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   234;" Unit:   1, Func:   3: Read Holding Registers"""
2135;23.248.314;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2125 Ack=3027 Win=65433 Len=0;
2139;23.311.145;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   235;" Unit:   1, Func:   3: Read Holding Registers"""
2149;23.388.434;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2137 Ack=3044 Win=65416 Len=0;
2151;23.437.795;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   236;" Unit:   1, Func:   3: Read Holding Registers"""
2160;23.514.156;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2149 Ack=3061 Win=65399 Len=0;
2163;23.565.839;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   237;" Unit:   1, Func:   3: Read Holding Registers"""
2172;23.639.186;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2161 Ack=3078 Win=65382 Len=0;
2175;23.696.187;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   238;" Unit:   1, Func:   3: Read Holding Registers"""
2182;23.763.974;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2173 Ack=3095 Win=65365 Len=0;
2187;23.829.139;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   239;" Unit:   1, Func:   3: Read Holding Registers"""
2194;23.891.577;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2185 Ack=3112 Win=65348 Len=0;
2199;23.950.375;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   240;" Unit:   1, Func:   3: Read Holding Registers"""
2206;24.016.271;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2197 Ack=3129 Win=65331 Len=0;
2211;24.083.237;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   241;" Unit:   1, Func:   3: Read Holding Registers"""
2218;24.157.294;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2209 Ack=3146 Win=65314 Len=0;
2222;24.206.852;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   242;" Unit:   1, Func:   3: Read Holding Registers"""
2227;24.281.471;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2221 Ack=3163 Win=65297 Len=0;
2234;24.349.165;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   243;" Unit:   1, Func:   3: Read Holding Registers"""
2239;24.407.388;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2233 Ack=3180 Win=65280 Len=0;
2244;24.493.811;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   244;" Unit:   1, Func:   3: Read Holding Registers"""
2253;24.580.256;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2245 Ack=3197 Win=65263 Len=0;
2258;24.636.509;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   245;" Unit:   1, Func:   3: Read Holding Registers"""
2265;24.706.740;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2257 Ack=3214 Win=65246 Len=0;
2270;24.781.625;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   246;" Unit:   1, Func:   3: Read Holding Registers"""
2277;24.832.856;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2269 Ack=3231 Win=65229 Len=0;
2282;24.892.540;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   247;" Unit:   1, Func:   3: Read Holding Registers"""
2290;24.972.597;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=2281 Ack=3248 Win=65212 Len=0;
